"n";"anno";"genere";"eta";"peso";"altezza";"dipsci";"dipcla";"diptec";"dipalt";"componenti";"occhiali";"fumo";"diploma"
2222;1994;1;19,20;55,00;165;1;0;0;0;5;0;0;"     sci"
2223;1994;1;19,70;54,00;173;0;0;1;0;6;0;0;"     tec"
2224;1994;1;20,70;56,00;163;0;0;1;0;4;0;0;"     tec"
2225;1994;1;19,30;82,00;162;0;0;1;0;4;0;0;"     tec"
2226;1994;1;20,30;54,00;161;0;1;0;0;4;0;0;"     cla"
2227;1994;1;20,40;55,00;167;0;0;1;0;5;1;0;"     tec"
2228;1994;1;22,60;48,00;162;0;0;0;1;4;1;0;"     alt"
2229;1994;1;19,40;51,00;163;0;1;0;0;4;0;0;"     cla"
2230;1994;1;24,20;55,00;157;0;0;1;0;5;1;0;"     tec"
2231;1994;1;19,30;44,00;152;0;0;1;0;3;1;0;"     tec"
2232;1994;1;20,10;74,00;158;0;1;0;0;5;1;0;"     cla"
2233;1994;1;20,70;58,00;169;0;0;1;0;6;0;0;"     tec"
2234;1994;1;19,10;60,00;170;0;0;1;0;5;0;0;"     tec"
2235;1994;1;20,70;65,00;168;0;0;1;0;6;0;0;"     tec"
2236;1994;1;22,30;56,00;164;0;0;0;1;4;1;1;"     alt"
2237;1994;1;19,10;62,00;172;0;0;1;0;4;0;1;"     tec"
2238;1994;1;20,10;59,00;175;0;0;1;0;3;1;1;"     tec"
2239;1994;1;20,20;60,00;160;0;0;1;0;4;0;0;"     tec"
2240;1994;1;24,00;68,00;165;0;0;1;0;4;1;0;"     tec"
2241;1994;1;34,20;58,00;168;1;0;0;0;1;1;1;"     sci"
2242;1994;1;21,50;53,00;160;0;0;1;0;4;1;0;"     tec"
2243;1994;1;20,20;69,00;170;0;1;0;0;2;1;1;"     cla"
2244;1994;1;20,50;56,00;158;1;0;0;0;4;1;0;"     sci"
2245;1994;1;19,40;58,00;175;1;0;0;0;5;0;1;"     sci"
2246;1994;1;20,20;60,00;165;0;0;1;0;4;0;1;"     tec"
2247;1994;1;20,20;62,00;155;0;0;1;0;6;0;0;"     tec"
2248;1994;1;19,30;53,00;157;0;1;0;0;3;1;0;"     cla"
2249;1994;1;22,10;58,00;167;0;0;0;1;4;1;0;"     alt"
2250;1994;1;20,30;71,00;175;0;1;0;0;4;1;0;"     cla"
2251;1994;1;24,10;44,00;158;0;1;0;0;4;1;1;"     cla"
2252;1994;1;19,50;78,00;175;1;0;0;0;4;1;0;"     sci"
2253;1994;1;24,50;70,00;166;0;0;1;0;5;1;0;"     tec"
2254;1994;1;20,30;61,00;161;0;0;0;1;5;0;0;"     alt"
2255;1994;1;20,70;50,00;158;0;1;0;0;6;0;0;"     cla"
2256;1994;1;20,50;53,00;165;0;0;0;1;4;0;0;"     alt"
2257;1994;1;19,70;55,00;163;1;0;0;0;4;1;0;"     sci"
2258;1994;1;21,00;51,00;164;1;0;0;0;4;0;0;"     sci"
2259;1994;1;21,30;48,00;160;0;1;0;0;5;0;0;"     cla"
2260;1994;1;26,00;58,00;171;1;0;0;0;5;1;0;"     sci"
2261;1994;1;20,60;75,00;174;1;0;0;0;7;0;0;"     sci"
2262;1994;1;20,70;56,00;167;0;0;1;0;5;0;0;"     tec"
2263;1994;1;20,90;49,00;160;1;0;0;0;4;0;0;"     sci"
2264;1994;1;21,00;55,00;168;0;0;1;0;3;0;0;"     tec"
2265;1994;1;19,80;58,00;165;1;0;0;0;4;0;0;"     sci"
2266;1994;1;23,40;53,00;168;1;0;0;0;4;0;0;"     sci"
2267;1994;1;27,40;60,00;170;0;0;1;0;4;1;0;"     tec"
2268;1994;1;32,70;47,00;152;0;1;0;0;3;1;0;"     cla"
2269;1994;1;19,90;54,00;167;0;1;0;0;4;1;0;"     cla"
2270;1994;1;21,70;55,00;162;0;0;1;0;5;1;0;"     tec"
2271;1994;1;21,00;60,00;165;0;0;1;0;5;0;1;"     tec"
2272;1994;1;23,40;57,00;163;0;0;1;0;4;1;0;"     tec"
2273;1994;1;20,70;53,00;171;0;0;1;0;5;1;0;"     tec"
2274;1994;1;19,20;52,00;168;0;0;0;1;5;0;0;"     alt"
2275;1994;1;20,10;50,00;156;0;0;1;0;5;1;0;"     tec"
2276;1994;1;19,60;63,00;171;0;1;0;0;4;0;1;"     cla"
2277;1994;1;19,10;80,00;170;0;0;0;1;3;1;1;"     alt"
2278;1994;1;25,00;50,00;150;1;0;0;0;3;0;0;"     sci"
2279;1994;1;20,20;58,00;170;0;0;1;0;7;1;0;"     tec"
2280;1994;1;26,10;64,00;165;0;0;1;0;4;1;0;"     tec"
2281;1994;1;19,40;51,00;165;0;0;0;1;5;0;0;"     alt"
2282;1994;1;20,50;53,00;169;0;0;0;1;4;1;1;"     alt"
2283;1994;1;22,70;55,00;170;0;0;1;0;3;0;0;"     tec"
2284;1994;1;21,80;53,00;162;0;0;1;0;5;0;0;"     tec"
2285;1994;1;21,30;60,00;170;0;0;0;1;4;0;0;"     alt"
2286;1994;1;21,10;55,00;172;0;1;0;0;4;0;1;"     cla"
2287;1994;1;22,90;52,00;170;0;0;1;0;7;0;1;"     tec"
2288;1994;1;19,20;51,00;166;1;0;0;0;4;0;0;"     sci"
2289;1994;1;20,60;54,00;169;0;1;0;0;7;1;1;"     cla"
2290;1994;1;19,30;53,00;171;0;1;0;0;4;0;0;"     cla"
2291;1994;1;22,20;70,00;167;0;1;0;0;4;0;0;"     cla"
2292;1994;1;19,20;58,00;160;0;0;1;0;5;0;0;"     tec"
2293;1994;1;20,20;53,00;158;0;0;1;0;5;0;0;"     tec"
2294;1994;1;23,40;51,00;167;0;1;0;0;5;0;0;"     cla"
2295;1994;1;20,40;55,00;156;0;1;0;0;4;1;0;"     cla"
2296;1994;1;20,30;54,00;160;0;0;1;0;4;0;0;"     tec"
2297;1994;1;22,50;50,00;160;0;0;1;0;4;1;1;"     tec"
2298;1994;1;21,70;62,00;171;0;1;0;0;2;0;1;"     cla"
2299;1994;1;20,20;60,00;162;0;1;0;0;4;0;1;"     cla"
2300;1994;1;19,80;57,00;162;0;1;0;0;7;0;0;"     cla"
2301;1994;1;20,30;57,00;160;0;0;1;0;6;1;0;"     tec"
2302;1994;1;24,50;60,00;165;0;1;0;0;6;0;0;"     cla"
2303;1994;1;20,70;59,00;166;0;1;0;0;4;1;1;"     cla"
2304;1994;1;28,40;53,00;167;0;0;1;0;5;0;0;"     tec"
2305;1994;1;19,30;51,00;157;0;1;0;0;7;0;0;"     cla"
2306;1994;1;21,20;57,00;168;0;0;1;0;4;0;0;"     tec"
2307;1994;1;25,00;59,00;167;0;0;1;0;4;0;1;"     tec"
2308;1994;1;19,30;55,00;165;0;1;0;0;5;1;0;"     cla"
2309;1994;1;21,60;54,00;168;0;0;1;0;4;0;1;"     tec"
2310;1994;1;19,10;60,00;168;0;0;1;0;5;0;0;"     tec"
2311;1994;1;19,20;51,00;158;0;0;1;0;5;1;0;"     tec"
2312;1994;1;20,10;57,00;160;1;0;0;0;5;1;0;"     sci"
2313;1994;1;20,20;48,00;160;0;1;0;0;4;0;1;"     cla"
2314;1994;1;26,00;67,00;170;0;1;0;0;5;1;0;"     cla"
2315;1994;1;20,20;54,00;165;0;1;0;0;5;0;0;"     cla"
2316;1994;1;28,90;51,00;155;0;0;1;0;3;0;0;"     tec"
2317;1994;1;20,90;58,00;160;0;0;1;0;4;1;0;"     tec"
2318;1994;1;19,50;54,00;154;0;1;0;0;4;1;0;"     cla"
2319;1994;1;23,50;47,00;160;0;0;1;0;2;1;0;"     tec"
2320;1994;1;21,90;54,00;168;1;0;0;0;4;1;0;"     sci"
2321;1994;1;20,50;46,00;156;1;0;0;0;5;1;0;"     sci"
2322;1994;1;25,60;54,00;162;0;1;0;0;5;1;0;"     cla"
2323;1994;1;19,80;58,00;166;0;0;1;0;5;0;0;"     tec"
2324;1994;1;20,20;53,00;168;1;0;0;0;6;0;0;"     sci"
2325;1994;1;19,20;48,00;155;0;0;1;0;5;0;1;"     tec"
2326;1994;1;22,10;50,00;163;0;0;1;0;3;1;0;"     tec"
2327;1994;1;20,20;63,00;167;0;0;1;0;3;0;0;"     tec"
2328;1994;1;19,40;64,00;162;0;1;0;0;4;0;0;"     cla"
2329;1994;1;20,80;68,00;168;1;0;0;0;5;0;0;"     sci"
2330;1994;1;20,20;60,00;173;0;0;1;0;4;1;0;"     tec"
2331;1994;1;20,20;53,00;164;1;0;0;0;5;0;0;"     sci"
2332;1994;1;20,20;50,00;163;1;0;0;0;4;1;0;"     sci"
2333;1994;1;20,50;58,00;170;0;0;1;0;5;1;0;"     tec"
2334;1994;1;23,30;45,00;162;1;0;0;0;6;0;0;"     sci"
2335;1994;1;22,00;53,00;163;0;1;0;0;5;0;1;"     cla"
2336;1994;1;23,90;57,00;160;0;1;0;0;4;0;0;"     cla"
2337;1994;1;20,20;55,00;160;0;0;1;0;4;0;0;"     tec"
2338;1994;1;19,20;50,00;160;0;0;1;0;4;0;0;"     tec"
2339;1994;1;25,10;73,00;182;0;1;0;0;4;0;1;"     cla"
2340;1994;1;22,00;55,00;162;0;1;0;0;5;0;1;"     cla"
2341;1994;1;34,60;60,00;160;0;0;1;0;4;1;0;"     tec"
2342;1994;1;20,70;53,00;163;0;0;1;0;4;1;1;"     tec"
2343;1994;1;21,30;66,00;176;0;0;1;0;3;0;1;"     tec"
2344;1994;1;19,20;61,00;163;0;0;1;0;6;0;0;"     tec"
2345;1994;1;20,90;62,00;166;0;0;1;0;3;1;0;"     tec"
2346;1994;1;21,80;60,00;161;0;0;1;0;4;0;0;"     tec"
2347;1994;1;19,30;62,00;165;0;0;0;1;5;0;0;"     alt"
2348;1994;1;19,30;60,00;161;0;0;0;1;4;0;0;"     alt"
2349;1994;1;21,00;56,00;172;0;1;0;0;4;0;0;"     cla"
2350;1994;1;20,30;50,00;164;0;1;0;0;3;1;0;"     cla"
2351;1994;1;21,20;50,00;160;0;0;0;1;3;1;0;"     alt"
2352;1994;1;22,90;52,00;165;0;0;1;0;4;0;0;"     tec"
2353;1994;1;23,90;50,00;160;0;0;1;0;3;0;1;"     tec"
2354;1994;1;20,30;58,00;161;0;0;1;0;5;0;0;"     tec"
2355;1994;1;20,90;62,00;168;0;0;1;0;4;0;0;"     tec"
2356;1994;1;20,50;47,00;157;0;0;1;0;3;1;0;"     tec"
2357;1994;1;19,30;63,00;170;0;0;1;0;5;0;1;"     tec"
2358;1994;1;20,70;54,00;170;1;0;0;0;4;0;0;"     sci"
2359;1994;1;24,80;60,00;168;0;1;0;0;4;1;1;"     cla"
2360;1994;1;19,30;60,00;162;0;1;0;0;4;1;0;"     cla"
2361;1994;1;20,80;57,00;165;0;1;0;0;4;0;0;"     cla"
2362;1994;1;20,50;59,00;161;0;0;1;0;5;0;0;"     tec"
2363;1994;1;20,60;58,00;161;0;0;1;0;4;0;0;"     tec"
2364;1994;1;21,00;48,00;164;0;1;0;0;5;1;0;"     cla"
2365;1994;1;21,90;48,00;168;0;1;0;0;4;1;0;"     cla"
2366;1994;1;20,30;55,00;162;1;0;0;0;6;0;0;"     sci"
2367;1994;1;25,00;68,00;158;0;0;1;0;8;0;0;"     tec"
2368;1994;1;20,70;60,00;167;0;0;0;1;4;0;0;"     alt"
2369;1994;1;37,90;57,00;165;0;0;1;0;4;1;1;"     tec"
2370;1994;1;21,30;48,00;164;0;0;1;0;5;1;0;"     tec"
2371;1994;1;25,00;56,00;169;0;0;1;0;5;1;0;"     tec"
2372;1994;1;19,80;60,00;172;0;0;0;1;4;1;0;"     alt"
2373;1994;1;26,80;59,00;172;0;0;1;0;4;1;1;"     tec"
2374;1994;1;21,70;60,00;178;0;0;1;0;4;1;0;"     tec"
2375;1994;1;20,90;65,00;168;0;1;0;0;5;0;0;"     cla"
2376;1994;1;20,40;57,00;163;0;1;0;0;6;1;1;"     cla"
2377;1994;1;22,60;66,00;165;0;1;0;0;6;1;0;"     cla"
2378;1994;1;21,40;56,00;160;0;0;1;0;4;1;0;"     tec"
2379;1994;1;21,40;58,00;168;0;0;1;0;5;0;0;"     tec"
2380;1994;1;24,90;65,00;175;0;0;1;0;7;0;0;"     tec"
2381;1994;1;20,20;66,00;175;0;1;0;0;3;0;0;"     cla"
2382;1994;1;21,00;60,00;169;1;0;0;0;4;0;0;"     sci"
2383;1994;1;20,40;65,00;160;0;1;0;0;4;1;0;"     cla"
2384;1994;1;26,60;51,00;168;1;0;0;0;4;0;0;"     sci"
2385;1994;1;22,00;65,00;160;0;0;1;0;5;1;0;"     tec"
2386;1994;1;26,90;60,00;156;0;1;0;0;4;0;0;"     cla"
2387;1994;1;20,60;66,00;171;0;0;1;0;5;0;0;"     tec"
2388;1994;1;23,20;49,00;158;0;1;0;0;4;0;1;"     cla"
2389;1994;1;25,50;51,00;163;0;0;0;1;3;1;0;"     alt"
2390;1994;1;21,00;49,00;168;0;1;0;0;4;1;0;"     cla"
2391;1994;1;24,60;63,00;168;0;0;1;0;3;0;0;"     tec"
2392;1994;1;23,20;53,00;169;0;0;0;1;4;0;1;"     alt"
2393;1994;1;20,70;53,00;175;1;0;0;0;3;1;0;"     sci"
2394;1994;1;23,80;64,00;170;1;0;0;0;6;0;0;"     sci"
2395;1994;1;19,20;65,00;168;0;1;0;0;5;0;0;"     cla"
2396;1994;1;20,90;58,00;173;0;1;0;0;6;0;0;"     cla"
2397;1994;1;19,30;52,00;170;0;0;0;1;4;0;0;"     alt"
2398;1994;1;20,60;60,00;165;1;0;0;0;4;0;0;"     sci"
2399;1994;1;20,60;60,00;160;0;0;1;0;6;0;0;"     tec"
2400;1994;1;19,30;55,00;170;0;0;0;1;4;0;0;"     alt"
2401;1994;1;19,30;58,00;168;0;1;0;0;5;1;0;"     cla"
2402;1994;1;21,60;60,00;160;0;1;0;0;4;0;1;"     cla"
2403;1994;1;21,50;51,00;156;1;0;0;0;5;0;0;"     sci"
2404;1994;1;20,40;47,00;160;0;1;0;0;6;0;0;"     cla"
2405;1994;1;22,60;60,00;160;0;1;0;0;6;0;0;"     cla"
2406;1994;1;35,50;70,00;174;1;0;0;0;3;0;0;"     sci"
2407;1994;1;20,10;54,00;163;0;1;0;0;5;0;0;"     cla"
2408;1994;1;20,10;58,00;162;1;0;0;0;6;0;0;"     sci"
2409;1994;1;22,00;54,00;152;0;0;0;1;4;1;0;"     alt"
2410;1994;1;24,90;58,00;160;0;1;0;0;5;1;0;"     cla"
2411;1994;1;20,00;58,00;162;0;1;0;0;4;1;0;"     cla"
2412;1994;1;23,00;45,00;162;0;0;1;0;4;0;0;"     tec"
2413;1994;1;19,80;58,00;168;0;1;0;0;5;0;1;"     cla"
2414;1994;1;20,70;56,00;163;0;1;0;0;4;1;0;"     cla"
2415;1994;1;20,30;54,00;170;1;0;0;0;7;0;0;"     sci"
2416;1994;1;20,70;48,00;160;0;0;1;0;6;0;0;"     tec"
2417;1994;1;20,70;60,00;160;0;0;1;0;4;1;0;"     tec"
2418;1994;1;19,20;58,00;170;1;0;0;0;5;0;0;"     sci"
2419;1994;1;20,60;60,00;165;0;0;1;0;3;1;0;"     tec"
2420;1994;1;19,20;54,00;165;1;0;0;0;5;1;0;"     sci"
2421;1994;1;20,90;62,00;179;0;0;1;0;4;0;0;"     tec"
2422;1994;1;20,70;60,00;164;0;0;1;0;5;0;0;"     tec"
2423;1994;1;19,20;50,00;162;0;0;1;0;5;0;1;"     tec"
2424;1994;1;20,70;48,00;158;0;0;1;0;5;1;0;"     tec"
2425;1994;1;23,60;53,00;157;0;0;1;0;5;1;1;"     tec"
2426;1994;1;21,00;65,00;171;0;1;0;0;5;1;0;"     cla"
2427;1994;1;22,90;55,00;166;1;0;0;0;4;1;0;"     sci"
2428;1994;1;19,50;55,00;163;1;0;0;0;4;1;0;"     sci"
2429;1994;1;28,00;50,00;160;0;1;0;0;6;1;1;"     cla"
2430;1994;1;19,30;58,00;160;0;0;1;0;4;0;0;"     tec"
2431;1994;1;20,50;58,00;170;0;0;0;1;3;0;1;"     alt"
2432;1994;1;20,90;50,00;160;0;1;0;0;4;0;1;"     cla"
2433;1994;0;20,50;77,00;176;0;1;0;0;3;1;0;"     cla"
2434;1994;0;27,70;73,00;176;0;0;1;0;5;0;0;"     tec"
2435;1994;0;20,50;58,00;181;1;0;0;0;4;1;1;"     sci"
2436;1994;0;20,20;53,00;172;0;0;1;0;5;0;0;"     tec"
2437;1994;0;20,40;75,00;183;1;0;0;0;4;0;1;"     sci"
2438;1994;0;20,80;55,00;171;1;0;0;0;4;0;0;"     sci"
2439;1994;0;20,60;68,00;174;0;0;1;0;5;1;0;"     tec"
2440;1994;0;25,40;80,00;178;0;0;1;0;5;0;1;"     tec"
2441;1994;0;37,70;69,00;166;0;0;1;0;4;0;0;"     tec"
2442;1994;0;20,40;68,00;175;0;1;0;0;7;1;0;"     cla"
2443;1994;0;25,50;80,00;179;0;0;1;0;5;0;1;"     tec"
2444;1994;0;21,60;70,00;172;0;0;1;0;6;0;0;"     tec"
2445;1994;0;23,30;78,00;174;0;0;1;0;3;0;1;"     tec"
2446;1994;0;22,90;61,00;172;1;0;0;0;6;0;1;"     sci"
2447;1994;0;20,40;70,00;170;0;0;1;0;4;1;0;"     tec"
2448;1994;0;27,50;78,00;180;1;0;0;0;5;1;0;"     sci"
2449;1994;0;20,30;66,50;168;0;0;1;0;4;1;1;"     tec"
2450;1994;0;20,10;58,00;165;0;0;1;0;3;1;0;"     tec"
2451;1994;0;20,70;55,00;170;0;1;0;0;5;0;1;"     cla"
2452;1994;0;19,70;70,00;170;0;0;1;0;4;1;0;"     tec"
2453;1994;0;22,20;68,00;175;0;0;1;0;4;0;0;"     tec"
2454;1994;0;20,70;66,00;184;1;0;0;0;4;1;1;"     sci"
2455;1994;0;19,30;65,00;167;0;1;0;0;4;0;1;"     cla"
2456;1994;0;25,20;75,00;178;0;1;0;0;5;0;1;"     cla"
2457;1994;0;32,20;72,00;182;0;0;1;0;3;0;0;"     tec"
2458;1994;0;26,00;70,00;172;0;0;1;0;4;0;0;"     tec"
2459;1994;0;25,60;63,00;172;0;0;1;0;3;0;1;"     tec"
2460;1994;0;22,90;72,00;170;0;0;1;0;4;1;0;"     tec"
2461;1994;0;21,30;67,00;182;0;0;1;0;5;0;0;"     tec"
2462;1994;0;25,30;85,00;180;1;0;0;0;8;0;1;"     sci"
2463;1994;0;24,30;70,00;180;1;0;0;0;4;0;0;"     sci"
2464;1994;0;20,90;78,00;179;0;0;1;0;6;0;0;"     tec"
2465;1994;0;24,20;67,00;170;1;0;0;0;6;1;0;"     sci"
2466;1994;0;22,00;70,00;175;0;0;0;1;4;0;0;"     alt"
2467;1994;0;19,80;80,00;183;1;0;0;0;5;1;0;"     sci"
2468;1994;0;23,40;105,00;178;1;0;0;0;5;1;0;"     sci"
2469;1994;0;22,70;68,00;182;0;0;1;0;7;0;1;"     tec"
2470;1994;0;21,80;66,00;180;1;0;0;0;5;0;1;"     sci"
2471;1994;0;22,20;78,00;180;0;0;0;1;5;1;0;"     alt"
2472;1994;0;19,30;77,00;175;1;0;0;0;5;1;0;"     sci"
2473;1994;0;47,40;75,00;165;0;0;1;0;5;1;0;"     tec"
2474;1994;0;26,60;80,00;175;0;0;1;0;5;0;0;"     tec"
2475;1994;0;20,70;80,00;185;0;0;1;0;4;0;0;"     tec"
2476;1994;0;20,30;76,00;169;1;0;0;0;4;0;0;"     sci"
2477;1994;0;34,90;68,00;178;0;1;0;0;5;0;0;"     cla"
2478;1994;0;25,40;91,00;181;1;0;0;0;4;1;1;"     sci"
2479;1994;0;19,20;73,00;172;0;1;0;0;6;0;0;"     cla"
2480;1994;0;19,30;70,00;172;1;0;0;0;6;0;1;"     sci"
2481;1994;0;20,80;71,00;175;1;0;0;0;5;0;0;"     sci"
2482;1994;0;22,10;85,00;186;0;0;1;0;4;0;0;"     tec"
2483;1994;0;20,80;70,00;178;1;0;0;0;4;0;0;"     sci"
2484;1994;0;24,90;80,00;180;1;0;0;0;4;1;0;"     sci"
2485;1994;0;22,90;85,00;177;0;0;1;0;4;0;0;"     tec"
2486;1994;0;25,00;62,00;168;0;0;1;0;6;0;1;"     tec"
2487;1994;0;19,80;65,00;178;0;1;0;0;5;1;0;"     cla"
2488;1994;0;24,70;68,00;175;0;1;0;0;4;1;0;"     cla"
2489;1994;0;20,60;74,00;180;0;0;1;0;4;0;0;"     tec"
2490;1994;0;25,50;65,00;170;0;0;1;0;4;0;0;"     tec"
2491;1994;0;24,60;70,00;172;0;0;1;0;4;1;1;"     tec"
2492;1994;0;25,80;83,00;188;0;0;1;0;5;0;0;"     tec"
2493;1994;0;22,70;90,00;182;0;0;1;0;3;0;0;"     tec"
2494;1994;0;22,50;70,00;175;0;0;1;0;3;0;0;"     tec"
2495;1994;0;21,60;63,00;173;1;0;0;0;5;0;0;"     sci"
2496;1994;0;19,10;80,00;185;1;0;0;0;4;1;0;"     sci"
2497;1994;0;20,30;95,00;186;0;1;0;0;4;0;0;"     cla"
2498;1994;0;25,60;79,00;177;1;0;0;0;6;1;0;"     sci"
2499;1994;0;21,50;64,00;175;0;1;0;0;6;0;1;"     cla"
2500;1994;0;22,30;73,00;185;0;0;1;0;4;0;1;"     tec"
2501;1994;0;21,40;63,00;175;1;0;0;0;5;1;1;"     sci"
2502;1994;0;21,90;82,00;170;0;0;1;0;6;1;0;"     tec"
2503;1994;0;22,40;78,00;175;0;0;1;0;5;0;0;"     tec"
2504;1994;0;20,70;68,00;172;0;0;1;0;4;1;0;"     tec"
2505;1994;0;20,80;53,00;163;0;0;1;0;3;0;1;"     tec"
2506;1994;0;20,60;75,00;178;0;0;1;0;5;0;1;"     tec"
2507;1994;0;24,60;80,00;180;0;0;1;0;4;1;1;"     tec"
2508;1994;0;20,30;90,00;181;0;0;0;1;3;1;1;"     alt"
2509;1994;0;25,20;80,00;178;0;0;1;0;2;1;0;"     tec"
2510;1994;0;38,50;65,00;172;1;0;0;0;4;1;0;"     sci"
2511;1994;0;23,40;70,00;174;0;0;1;0;4;0;1;"     tec"
2512;1994;0;21,80;70,00;175;0;0;1;0;3;0;0;"     tec"
2513;1994;0;24,50;67,00;180;0;0;1;0;5;1;0;"     tec"
2514;1994;0;19,30;73,00;184;1;0;0;0;5;0;1;"     sci"
2515;1994;0;20,50;72,00;176;0;0;1;0;5;1;0;"     tec"
2516;1994;0;21,70;62,00;180;1;0;0;0;7;0;0;"     sci"
2517;1994;0;21,70;78,00;181;1;0;0;0;3;0;1;"     sci"
2518;1994;0;19,30;75,00;184;1;0;0;0;4;1;0;"     sci"
2519;1994;0;23,80;82,00;184;0;0;1;0;4;0;0;"     tec"
2520;1994;0;20,10;80,00;184;0;0;1;0;5;0;1;"     tec"
2521;1994;0;24,00;81,00;184;1;0;0;0;4;0;1;"     sci"
2522;1994;0;25,70;85,00;180;0;0;1;0;4;0;0;"     tec"
2523;1994;0;24,80;74,00;185;0;1;0;0;6;0;1;"     cla"
2524;1995;1;20,30;56,00;176;0;1;0;0;6;1;0;"     cla"
2525;1995;1;22,80;58,00;174;0;1;0;0;4;1;0;"     cla"
2526;1995;1;20,80;64,00;165;0;1;0;0;5;1;0;"     cla"
2527;1995;0;24,50;69,00;176;1;0;0;0;4;0;0;"     sci"
2528;1995;0;19,30;82,00;180;0;0;1;0;4;0;0;"     tec"
2529;1995;1;20,90;64,00;176;0;0;1;0;4;0;0;"     tec"
2530;1995;0;21,20;65,00;177;0;0;1;0;7;1;0;"     tec"
2531;1995;1;22,70;46,00;160;1;0;0;0;6;0;0;"     sci"
2532;1995;0;20,90;67,00;187;1;0;0;0;5;1;1;"     sci"
2533;1995;0;25,80;97,00;186;0;0;1;0;4;1;0;"     tec"
2534;1995;0;20,30;89,00;186;0;0;1;0;6;0;0;"     tec"
2535;1995;0;22,50;73,00;170;0;0;1;0;5;0;1;"     tec"
2536;1995;1;24,40;67,00;165;0;0;0;1;4;1;0;"     alt"
2537;1995;1;20,10;52,00;170;1;0;0;0;5;0;0;"     sci"
2538;1995;0;21,40;66,00;177;1;0;0;0;4;0;1;"     sci"
2539;1995;1;19,20;50,00;156;0;0;1;0;5;0;0;"     tec"
2540;1995;0;26,60;76,00;177;0;1;0;0;3;0;1;"     cla"
2541;1995;1;21,20;51,00;165;0;1;0;0;5;1;0;"     cla"
2542;1995;1;20,30;58,00;162;0;1;0;0;5;0;0;"     cla"
2543;1995;1;24,60;60,00;167;0;0;1;0;5;0;1;"     tec"
2544;1995;1;20,40;50,00;160;1;0;0;0;3;1;0;"     sci"
2545;1995;0;21,00;64,00;174;0;0;1;0;6;0;0;"     tec"
2546;1995;0;23,90;77,00;187;0;0;1;0;2;0;0;"     tec"
2547;1995;0;21,70;84,00;183;0;0;1;0;4;0;1;"     tec"
2548;1995;0;20,20;73,00;180;1;0;0;0;5;0;0;"     sci"
2549;1995;0;21,70;66,00;170;0;0;1;0;5;0;0;"     tec"
2550;1995;1;20,50;58,00;158;1;0;0;0;4;1;1;"     sci"
2551;1995;1;19,30;66,00;157;0;1;0;0;4;0;0;"     cla"
2552;1995;1;20,80;66,00;160;1;0;0;0;4;0;0;"     sci"
2553;1995;1;20,90;70,00;178;0;1;0;0;5;1;0;"     cla"
2554;1995;1;20,50;49,00;150;0;1;0;0;6;1;0;"     cla"
2555;1995;0;20,20;70,00;170;0;0;1;0;6;0;0;"     tec"
2556;1995;1;24,00;74,00;172;0;0;1;0;6;0;0;"     tec"
2557;1995;1;19,40;53,00;164;0;0;0;1;4;1;0;"     alt"
2558;1995;1;20,80;55,00;165;0;0;1;0;5;0;0;"     tec"
2559;1995;1;21,70;68,00;174;0;1;0;0;4;1;0;"     cla"
2560;1995;1;20,90;64,00;165;1;0;0;0;4;0;0;"     sci"
2561;1995;1;22,60;58,00;168;0;0;1;0;4;0;0;"     tec"
2562;1995;0;22,70;67,00;170;0;0;1;0;5;1;0;"     tec"
2563;1995;1;20,80;68,00;173;0;0;0;1;6;1;0;"     alt"
2564;1995;1;22,10;43,00;160;0;1;0;0;4;1;0;"     cla"
2565;1995;1;19,70;51,00;158;1;0;0;0;4;0;0;"     sci"
2566;1995;0;21,20;70,00;175;0;0;1;0;5;1;0;"     tec"
2567;1995;0;25,40;65,00;165;0;0;1;0;4;0;0;"     tec"
2568;1995;1;19,40;59,00;165;1;0;0;0;4;1;1;"     sci"
2569;1995;0;39,30;70,00;168;0;0;1;0;1;1;0;"     tec"
2570;1995;0;20,10;67,00;172;0;0;1;0;5;0;0;"     tec"
2571;1995;0;25,50;70,00;170;0;0;1;0;4;1;0;"     tec"
2572;1995;0;28,30;79,00;174;0;0;1;0;3;1;0;"     tec"
2573;1995;1;20,80;55,00;164;0;1;0;0;6;1;1;"     cla"
2574;1995;1;21,40;63,00;165;1;0;0;0;5;1;1;"     sci"
2575;1995;1;20,50;57,00;157;1;0;0;0;4;1;0;"     sci"
2576;1995;1;20,60;49,00;160;0;1;0;0;4;0;0;"     cla"
2577;1995;0;20,70;73,00;180;0;0;1;0;4;0;0;"     tec"
2578;1995;1;23,80;52,00;168;0;0;0;1;5;1;0;"     alt"
2579;1995;0;27,80;55,00;170;0;1;0;0;7;1;1;"     cla"
2580;1995;0;22,70;67,00;170;0;0;1;0;7;1;0;"     tec"
2581;1995;1;20,80;65,00;160;0;1;0;0;4;1;1;"     cla"
2582;1995;1;21,60;68,00;160;0;0;1;0;4;0;0;"     tec"
2583;1995;0;19,80;84,00;184;0;0;1;0;4;0;0;"     tec"
2584;1995;1;19,10;50,00;164;1;0;0;0;5;0;0;"     sci"
2585;1995;1;20,20;43,00;162;0;0;1;0;4;1;0;"     tec"
2586;1995;1;19,50;56,00;159;0;0;1;0;5;1;0;"     tec"
2587;1995;1;20,70;45,00;160;0;1;0;0;5;1;0;"     cla"
