"N";"AltInch";"PesoPounds"
11692;69,36;123,63
11693;67,16;130,67
11694;68,53;125,47
11695;69,64;116,68
11696;66,68;116,25
11697;65,89;114,06
11698;67,96;118,32
11699;64,66;113,22
11700;67,83;131,15
11701;69,37;132,30
11702;64,63;122,28
11703;68,45;121,56
11704;63,66;121,35
11705;68,23;134,24
11706;69,90;145,05
11707;66,34;119,25
11708;71,08;131,09
11709;69,29;113,38
11710;69,26;136,89
11711;68,35;136,54
11712;68,82;134,80
11713;67,11;123,49
11714;70,16;136,74
11715;67,31;139,78
11716;65,99;117,98
11717;70,32;133,28
11718;66,35;130,93
11719;65,46;113,02
11720;67,06;114,76
11721;69,37;133,76
11722;68,55;132,11
11723;64,28;117,63
11724;66,98;124,86
11725;68,35;129,34
11726;70,92;138,33
11727;65,62;122,51
11728;67,60;131,58
11729;65,45;109,58
11730;65,90;124,62
11731;69,28;142,19
11732;69,00;142,82
11733;69,72;127,04
11734;68,26;136,29
11735;65,26;107,33
11736;66,62;136,89
11737;68,57;121,45
11738;71,51;139,77
11739;67,97;121,09
11740;68,26;134,64
11741;66,37;133,12
11742;65,56;114,03
11743;68,20;128,29
11744;70,14;138,69
11745;66,01;114,01
11746;65,59;127,59
11747;66,31;109,80
11748;70,52;151,50
11749;65,76;113,62
11750;69,68;135,54
11751;68,90;141,67
11752;63,87;128,00
11753;69,44;144,37
11754;70,38;166,76
11755;69,16;138,43
11756;71,08;151,92
11757;64,77;106,44
11758;69,03;115,68
11759;68,33;121,38
11760;67,65;131,63
11761;65,95;129,70
11762;68,25;114,84
11763;70,46;127,51
11764;69,87;154,59
11765;70,76;128,82
11766;67,36;123,04
11767;68,31;114,53
11768;65,10;133,13
11769;65,23;107,84
11770;70,83;136,97
11771;68,39;129,65
11772;68,20;118,20
11773;66,94;139,21
11774;66,07;131,84
11775;63,36;123,00
11776;68,65;126,66
11777;67,37;137,18
11778;68,43;136,85
11779;66,22;122,52
11780;71,65;141,21
11781;66,69;125,11
11782;66,85;122,16
11783;68,02;134,79
11784;67,70;122,24
11785;63,85;120,14
11786;69,93;133,90
11787;65,84;129,71
11788;66,74;135,59
11789;66,49;132,82
11790;68,53;136,03
11791;68,24;126,58
11792;70,03;139,08
11793;67,70;122,90
11794;67,72;117,40
11795;68,84;133,95
11796;68,71;126,36
11797;68,07;130,28
11798;68,30;131,66
11799;70,86;126,57
11800;68,31;113,49
11801;67,62;110,12
11802;71,14;142,39
11803;67,34;107,17
11804;66,62;120,66
11805;66,68;122,47
11806;69,90;159,96
11807;65,51;108,78
11808;67,47;117,21
11809;66,25;116,77
11810;68,30;127,67
11811;68,31;138,84
11812;68,45;108,11
11813;68,64;140,15
11814;65,31;106,66
11815;68,32;139,06
11816;69,77;136,06
11817;66,20;133,05
11818;68,43;119,86
11819;65,25;116,28
11820;71,73;162,09
11821;67,76;148,88
11822;70,51;141,36
11823;70,43;136,76
11824;64,25;114,87
11825;69,37;128,00
11826;71,07;134,51
11827;71,70;124,16
11828;67,39;111,32
11829;63,62;113,60
11830;67,13;116,95
11831;68,70;129,14
11832;67,71;123,31
11833;67,72;128,21
11834;70,07;132,92
11835;64,20;124,79
11836;70,10;114,99
11837;65,16;110,98
11838;68,53;125,20
11839;69,79;131,14
11840;67,28;105,21
11841;69,49;129,62
11842;65,42;111,71
11843;66,31;105,84
11844;65,73;104,50
11845;71,30;152,35
11846;70,22;147,90
11847;68,04;130,23
11848;70,27;138,24
11849;66,97;135,20
11850;68,55;123,78
11851;66,17;118,88
11852;71,37;143,31
11853;68,17;130,54
11854;66,28;142,10
11855;68,15;113,78
11856;70,00;137,82
11857;65,30;129,81
11858;65,67;120,50
11859;68,92;119,65
11860;67,63;140,84
11861;67,91;119,80
11862;67,48;130,95
11863;69,30;115,04
11864;67,86;132,56
11865;65,71;124,73
11866;67,33;126,64
11867;69,31;122,51
11868;67,52;136,84
11869;67,79;120,66
11870;69,26;131,53
11871;66,49;109,70
11872;66,03;110,95
11873;68,29;116,78
11874;69,05;130,89
11875;65,03;133,12
11876;69,31;138,95
11877;66,21;128,84
11878;66,18;122,48
11879;68,86;120,48
11880;67,86;148,85
11881;67,17;121,49
11882;66,17;112,34
11883;69,25;118,89
11884;72,80;150,97
11885;67,49;145,03
11886;68,53;106,98
11887;67,72;110,85
11888;67,40;123,07
11889;70,97;137,92
11890;65,88;127,02
11891;64,69;116,29
11892;65,07;107,07
11893;67,33;107,76
11894;67,17;120,96
11895;68,21;122,52
11896;68,27;120,19
11897;70,32;125,24
11898;68,84;118,77
11899;65,41;127,51
11900;66,90;122,51
11901;66,92;109,65
11902;72,16;125,86
11903;67,58;124,55
11904;71,05;139,18
11905;68,65;121,33
11906;71,13;125,22
11907;69,83;113,81
11908;69,24;128,47
11909;70,80;148,21
11910;71,45;142,47
11911;68,34;137,64
11912;66,96;123,21
11913;67,35;135,74
11914;66,31;119,41
11915;68,38;153,20
11916;68,72;120,70
11917;64,61;124,82
11918;71,04;149,35
11919;65,55;112,70
11920;71,77;137,01
11921;67,66;129,11
11922;70,38;113,14
11923;65,05;117,24
11924;69,29;144,43
11925;68,92;123,06
11926;73,23;140,22
11927;67,98;122,48
11928;66,02;106,73
11929;62,50;121,73
11930;67,11;124,96
11931;67,25;131,72
11932;66,86;107,25
11933;66,11;111,45
11934;69,21;134,15
11935;66,86;109,41
11936;66,72;103,47
11937;67,91;123,30
11938;70,15;129,10
11939;65,14;108,08
11940;69,16;125,11
11941;69,14;144,96
11942;66,79;114,82
11943;68,56;127,50
11944;67,77;120,18
11945;65,89;108,12
11946;64,91;117,10
11947;65,51;115,28
11948;70,39;121,37
11949;68,71;120,28
11950;69,40;142,21
11951;63,95;93,96
11952;68,49;131,14
11953;65,03;114,27
11954;67,09;123,99
11955;70,39;119,38
11956;69,13;124,70
11957;69,81;127,33
11958;67,15;107,23
11959;66,32;110,63
11960;67,25;133,98
11961;67,30;114,84
11962;68,31;126,34
11963;66,84;121,87
11964;66,02;111,55
11965;69,15;122,18
11966;68,93;109,46
11967;66,03;102,56
11968;67,12;120,46
11969;70,94;133,02
11970;67,95;137,02
11971;68,25;152,42
11972;69,50;126,02
11973;72,63;146,33
11974;67,81;131,43
11975;71,26;166,19
11976;67,11;124,02
11977;67,08;117,23
11978;66,62;140,11
11979;69,37;139,85
11980;65,72;112,01
11981;68,05;108,54
11982;71,06;142,83
11983;67,01;135,90
11984;67,96;130,97
11985;69,62;143,20
11986;71,18;128,68
11987;67,21;125,65
11988;69,75;138,20
11989;67,93;108,27
11990;64,25;119,72
11991;70,57;130,73
11992;70,59;124,61
11993;69,45;148,51
11994;65,57;125,77
11995;67,43;136,04
11996;69,53;133,84
11997;68,71;124,41
11998;64,83;127,04
11999;66,67;127,59
12000;67,08;118,98
12001;69,69;113,01
12002;71,94;119,71
12003;67,08;124,68
12004;66,61;125,06
12005;67,39;119,20
12006;71,22;137,04
12007;68,98;126,00
12008;66,29;109,11
12009;67,58;120,21
12010;69,47;140,85
12011;67,69;119,06
12012;68,41;125,85
12013;66,40;137,53
12014;65,84;117,42
12015;65,60;119,84
12016;68,17;124,72
12017;68,15;143,25
12018;70,33;106,66
12019;64,96;107,26
12020;70,00;142,00
12021;73,12;132,97
12022;69,52;129,16
12023;65,93;114,51
12024;68,30;138,04
12025;69,21;139,17
12026;69,04;126,37
12027;66,51;122,94
12028;68,41;122,23
12029;67,20;119,92
12030;70,56;138,88
12031;67,02;120,50
12032;60,86;108,86
12033;69,59;133,86
12034;66,90;125,70
12035;65,42;104,45
12036;65,45;118,70
12037;66,18;114,58
12038;69,48;130,09
12039;67,59;110,71
12040;69,67;119,24
12041;71,81;132,47
12042;70,21;139,18
12043;64,64;111,60
12044;65,31;123,26
12045;69,30;143,23
12046;67,21;126,40
12047;67,89;105,78
12048;66,44;128,47
12049;66,30;125,44
12050;66,29;123,29
12051;71,81;120,61
12052;63,62;130,88
12053;70,64;135,57
12054;70,85;131,14
12055;69,81;141,87
12056;66,14;120,38
12057;71,03;146,46
12058;66,13;114,91
12059;65,64;132,75
12060;68,58;133,00
12061;67,22;145,63
12062;66,40;123,18
12063;68,52;125,74
12064;69,32;119,67
12065;65,36;116,29
12066;69,04;133,28
12067;71,37;141,16
12068;67,13;110,80
12069;67,39;124,71
12070;63,83;110,98
12071;68,25;132,57
12072;66,36;115,30
12073;70,85;137,55
12074;67,20;119,35
12075;65,63;113,89
12076;71,21;143,67
12077;67,34;113,78
12078;67,89;110,57
12079;65,07;133,46
12080;69,51;128,29
12081;66,28;111,28
12082;69,68;134,48
12083;69,65;151,15
12084;67,96;133,23
12085;71,32;140,71
12086;69,05;138,71
12087;67,94;131,86
12088;68,32;127,39
12089;69,87;129,73
12090;66,83;137,75
12091;70,46;154,02
12092;67,69;133,01
12093;69,10;133,54
12094;70,29;128,90
12095;70,35;116,58
12096;67,32;106,73
12097;71,18;145,04
12098;65,71;130,19
12099;67,40;120,64
12100;65,05;111,52
12101;68,22;108,82
12102;69,53;135,96
12103;69,94;125,38
12104;66,26;119,79
12105;66,05;118,32
12106;64,25;109,56
12107;68,56;130,10
12108;67,73;119,76
12109;69,59;141,54
12110;67,46;123,73
12111;68,62;111,09
12112;71,25;142,76
12113;67,24;126,82
12114;67,55;125,13
12115;68,57;112,06
12116;67,45;124,38
12117;72,55;145,23
12118;69,50;122,68
12119;70,01;134,84
12120;67,25;132,84
12121;65,22;118,35
12122;72,80;139,78
12123;69,13;117,91
12124;67,43;121,09
12125;67,28;131,48
12126;70,00;138,03
12127;64,33;106,01
12128;67,26;124,04
12129;69,17;130,34
12130;66,74;106,65
12131;69,03;148,21
12132;68,34;133,40
12133;66,00;106,45
12134;69,21;134,48
12135;67,07;130,60
12136;70,63;130,71
12137;67,24;135,52
12138;68,10;117,81
12139;66,90;111,96
12140;70,15;158,48
12141;71,65;136,28
12142;66,80;125,75
12143;67,04;106,72
12144;70,59;130,77
12145;65,84;122,65
12146;68,79;116,21
12147;68,12;138,74
12148;64,31;135,53
12149;67,99;128,52
12150;68,44;126,61
12151;71,00;143,49
12152;64,07;121,54
12153;66,81;117,24
12154;68,00;137,53
12155;65,46;124,89
12156;67,39;129,15
12157;66,27;100,11
12158;69,65;140,32
12159;67,86;122,40
12160;68,56;121,46
12161;66,77;130,29
12162;62,89;120,59
12163;67,09;118,23
12164;67,99;114,79
12165;70,70;130,76
12166;67,82;134,66
12167;67,15;114,81
12168;65,92;115,45
12169;70,02;125,85
12170;71,12;140,46
12171;62,74;126,81
12172;68,94;140,29
12173;65,25;127,04
12174;67,14;120,56
12175;68,68;130,84
12176;68,62;145,21
12177;68,11;116,54
12178;66,86;119,11
12179;65,40;101,33
12180;66,27;103,47
12181;66,86;116,17
12182;71,66;134,88
12183;68,00;125,84
12184;68,66;139,42
12185;70,35;129,08
12186;67,76;131,09
12187;69,21;134,10
12188;67,74;105,67
12189;64,15;129,85
12190;67,62;110,65
12191;67,89;117,09
12192;65,48;129,22
12193;68,32;103,47
12194;68,26;143,78
12195;72,42;144,38
12196;66,91;123,03
12197;69,43;137,67
12198;68,85;133,19
12199;68,37;122,80
12200;66,05;130,58
12201;71,23;125,99
12202;67,45;108,65
12203;67,25;153,38
12204;68,11;124,96
12205;70,95;140,15
12206;66,29;130,89
12207;70,19;135,10
12208;67,35;134,61
12209;64,46;135,80
12210;70,85;143,27
12211;64,58;122,82
12212;67,11;128,94
12213;68,22;127,83
12214;67,15;127,27
12215;66,82;132,58
12216;69,46;119,53
12217;67,51;125,03
12218;67,11;118,61
12219;69,12;136,32
12220;69,29;118,53
12221;66,93;127,27
12222;70,25;131,74
12223;69,99;148,44
12224;68,38;127,13
12225;69,74;139,24
12226;70,44;123,87
12227;66,91;118,00
12228;64,78;122,49
12229;71,65;134,68
12230;65,12;114,34
12231;68,05;127,21
12232;65,79;125,91
12233;66,94;132,24
12234;65,67;121,67
12235;69,03;108,34
12236;69,86;151,54
12237;64,77;113,11
12238;70,23;127,23
12239;67,63;124,71
12240;67,51;138,45
12241;67,82;112,37
12242;70,58;156,34
12243;69,66;133,67
12244;66,28;108,60
12245;65,37;123,32
12246;70,65;138,48
12247;71,38;144,94
12248;69,36;124,32
12249;69,67;148,38
12250;70,30;143,81
12251;65,16;115,81
12252;68,33;132,55
12253;68,38;123,04
12254;65,55;115,65
12255;70,17;121,63
12256;67,31;123,33
12257;68,58;115,22
12258;72,37;134,11
12259;70,20;156,18
12260;68,39;116,68
12261;70,27;152,43
12262;69,07;138,68
12263;68,42;125,48
12264;66,13;132,13
12265;67,85;122,81
12266;66,95;114,17
12267;65,98;115,75
12268;67,95;123,36
12269;66,27;117,90
12270;68,52;127,99
12271;68,26;127,33
12272;66,34;114,58
12273;69,37;137,16
12274;65,26;122,00
12275;68,70;119,63
12276;65,52;123,74
12277;67,69;124,27
12278;68,92;136,18
12279;66,11;113,54
12280;68,06;127,65
12281;67,59;116,95
12282;68,92;121,67
12283;69,89;148,20
12284;66,99;114,55
12285;68,16;133,94
12286;68,43;115,66
12287;67,78;122,37
12288;69,60;121,33
12289;68,25;123,18
12290;66,41;98,73
12291;68,20;116,93
12292;69,21;129,31
12293;64,08;109,31
12294;66,27;127,19
12295;65,67;101,65
12296;68,19;138,36
12297;69,44;137,72
12298;67,19;103,75
12299;67,12;116,94
12300;64,54;125,13
12301;69,53;141,50
12302;67,23;122,16
12303;67,95;129,20
12304;67,42;126,44
12305;67,28;122,09
12306;64,99;136,77
12307;65,43;130,25
12308;68,24;120,77
12309;67,04;119,63
12310;66,53;112,97
12311;68,88;121,84
12312;67,83;138,17
12313;66,37;123,59
12314;65,36;119,71
12315;70,68;135,86
12316;65,49;141,32
12317;67,91;121,37
12318;70,79;126,33
12319;68,51;128,05
12320;67,47;126,43
12321;65,24;123,38
12322;64,32;118,52
12323;70,41;152,74
12324;66,62;115,23
12325;65,90;108,26
12326;66,52;112,55
12327;69,31;126,78
12328;62,87;103,68
12329;68,92;130,71
12330;66,13;108,34
12331;69,99;122,52
12332;68,46;138,77
12333;69,25;133,91
12334;69,93;128,11
12335;67,01;123,46
12336;69,77;130,80
12337;68,65;139,48
12338;68,44;111,14
12339;67,88;118,41
12340;68,68;121,23
12341;65,56;105,36
12342;69,20;139,43
12343;68,41;134,65
12344;69,09;123,00
12345;68,94;128,88
12346;67,91;127,23
12347;68,29;134,52
12348;66,32;134,30
12349;68,20;126,93
12350;69,63;145,25
12351;68,33;117,37
12352;69,88;143,96
12353;67,11;115,23
12354;70,53;125,84
12355;67,83;135,72
12356;68,81;128,39
12357;68,03;125,45
12358;69,03;134,13
12359;67,26;126,72
12360;66,39;135,35
12361;64,73;109,38
12362;69,25;111,90
12363;69,50;146,69
12364;68,11;128,33
12365;69,37;126,27
12366;66,12;115,35
12367;65,43;127,24
12368;70,94;144,89
12369;65,68;114,65
12370;68,70;131,80
12371;68,30;136,99
12372;71,19;141,17
12373;68,57;141,84
12374;70,22;128,70
12375;67,08;119,77
12376;65,68;120,99
12377;67,51;125,28
12378;70,30;138,33
12379;68,71;119,13
12380;69,11;133,76
12381;65,66;122,59
12382;64,35;104,80
12383;69,50;135,98
12384;67,99;119,75
12385;68,84;125,35
12386;66,65;127,90
12387;64,57;125,83
12388;68,25;130,04
12389;70,13;130,44
12390;69,15;137,95
12391;66,00;129,34
12392;65,25;129,88
12393;65,38;111,85
12394;68,92;118,34
12395;67,05;133,61
12396;67,30;136,95
12397;64,88;140,01
12398;66,28;100,93
12399;70,93;135,40
12400;70,63;133,60
12401;69,46;128,87
12402;67,96;143,99
12403;70,01;134,90
12404;68,46;102,69
12405;65,54;108,34
12406;69,57;134,17
12407;68,70;122,79
12408;66,47;126,40
12409;65,65;138,90
12410;64,80;118,45
12411;69,20;128,45
12412;71,24;140,31
12413;66,78;133,19
12414;66,66;118,20
12415;67,46;130,39
12416;68,39;132,16
12417;66,05;106,71
12418;70,74;129,14
12419;69,04;112,53
12420;65,25;113,05
12421;70,83;136,18
12422;66,48;129,58
12423;64,86;131,52
12424;64,89;104,15
12425;66,91;131,84
12426;68,79;138,03
12427;68,26;139,01
12428;68,87;145,20
12429;68,51;116,78
12430;64,25;117,99
12431;71,84;149,33
12432;71,08;148,18
12433;64,21;121,72
12434;62,63;108,88
12435;65,81;120,70
12436;67,33;137,25
12437;65,81;113,19
12438;67,99;114,81
12439;69,11;137,81
12440;71,84;132,20
12441;72,71;134,31
12442;67,57;127,00
12443;66,86;124,95
12444;67,18;131,29
12445;67,68;122,28
12446;66,23;113,52
12447;64,74;87,37
12448;67,97;120,99
12449;70,57;131,99
12450;72,00;147,43
12451;67,60;130,38
12452;66,68;118,26
12453;70,70;124,06
12454;67,75;123,01
12455;69,21;134,49
12456;70,08;120,76
12457;68,45;122,50
12458;68,86;129,11
12459;67,92;117,25
12460;70,48;136,72
12461;69,32;122,60
12462;67,52;148,99
12463;65,62;131,01
12464;67,89;128,12
12465;68,12;116,11
12466;69,54;146,41
12467;66,89;125,82
12468;67,60;113,74
12469;65,23;127,97
12470;68,51;127,11
12471;71,76;123,24
12472;66,54;132,65
12473;66,45;123,59
12474;69,74;128,97
12475;68,15;129,86
12476;66,03;120,17
12477;64,73;113,76
12478;65,58;112,93
12479;66,54;122,24
12480;69,41;140,44
12481;70,65;148,66
12482;69,55;132,21
12483;67,89;132,95
12484;67,31;138,85
12485;63,75;118,19
12486;67,22;125,60
12487;67,54;126,43
12488;66,91;122,74
12489;69,09;122,62
12490;67,09;118,57
12491;70,47;140,98
12492;69,68;127,96
12493;68,56;133,38
12494;67,43;123,63
12495;66,55;115,81
12496;68,03;138,32
12497;69,78;124,38
12498;67,94;131,20
12499;66,63;126,91
12500;68,45;127,41
12501;70,07;113,52
12502;69,31;114,31
12503;71,75;135,61
12504;69,71;140,66
12505;66,99;130,03
12506;72,48;138,75
12507;66,28;117,57
12508;66,00;130,77
12509;68,52;118,54
12510;67,26;121,94
12511;65,81;120,84
12512;68,39;140,80
12513;69,54;139,18
12514;68,82;126,32
12515;67,68;121,94
12516;68,60;110,80
12517;67,02;127,53
12518;69,32;139,77
12519;67,76;123,34
12520;66,76;109,20
12521;67,09;117,28
12522;68,96;136,63
12523;66,68;136,65
12524;70,07;129,95
12525;66,38;126,29
12526;69,05;131,95
12527;69,49;140,58
12528;68,12;128,87
12529;68,40;139,12
12530;69,40;132,32
12531;69,55;143,99
12532;68,71;126,55
12533;65,21;116,80
12534;69,36;135,52
12535;69,12;139,00
12536;66,89;137,61
12537;65,48;134,29
12538;68,20;135,38
12539;66,29;111,88
12540;67,53;111,54
12541;67,54;125,19
12542;69,88;144,16
12543;68,55;110,92
12544;67,19;125,03
12545;67,35;131,05
12546;71,49;138,88
12547;68,82;130,44
12548;69,11;119,64
12549;64,63;127,70
12550;64,58;100,55
12551;65,99;124,22
12552;69,05;129,58
12553;69,80;154,99
12554;68,41;144,96
12555;67,12;116,22
12556;66,85;117,91
12557;68,75;125,44
12558;66,11;131,50
12559;64,64;112,80
12560;65,59;122,19
12561;69,41;132,36
12562;69,86;118,23
12563;67,74;115,35
12564;69,57;126,38
12565;66,93;126,23
12566;67,32;130,65
12567;67,45;113,29
12568;70,22;135,25
12569;66,03;111,04
12570;68,38;119,40
12571;68,63;127,07
12572;71,10;128,66
12573;68,03;116,02
12574;66,68;121,74
12575;66,76;104,80
12576;70,56;122,47
12577;64,74;99,72
12578;67,86;108,14
12579;66,55;121,05
12580;70,99;138,97
12581;68,30;125,05
12582;67,90;134,28
12583;68,97;128,92
12584;66,45;117,64
12585;66,34;112,57
12586;68,24;135,08
12587;66,51;113,99
12588;64,81;121,51
12589;65,92;107,31
12590;68,65;130,17
12591;65,82;107,67
12592;70,27;135,99
12593;68,84;117,90
12594;69,45;133,98
12595;67,26;127,01
12596;71,28;134,01
12597;69,14;125,00
12598;69,43;124,95
12599;71,17;135,00
12600;66,45;134,57
12601;67,25;117,78
12602;68,36;135,20
12603;68,58;148,65
12604;64,15;112,87
12605;68,69;138,60
12606;68,72;148,05
12607;67,79;130,66
12608;64,32;109,55
12609;67,22;121,31
12610;70,60;137,55
12611;68,79;135,26
12612;67,94;120,25
12613;62,57;96,11
12614;68,41;113,00
12615;69,01;141,75
12616;65,74;139,77
12617;71,81;132,71
12618;69,37;119,19
12619;66,40;115,97
12620;70,68;135,37
12621;66,25;126,01
12622;68,71;122,20
12623;67,26;116,19
12624;69,09;146,66
12625;72,35;139,68
12626;69,04;134,08
12627;70,73;143,28
12628;68,36;144,12
12629;72,12;157,66
12630;67,91;120,18
12631;70,73;127,21
12632;68,66;116,99
12633;65,75;127,23
12634;65,95;105,32
12635;67,46;115,87
12636;69,63;132,50
12637;68,20;128,10
12638;70,12;143,45
12639;69,33;128,56
12640;65,04;120,05
12641;67,13;126,35
12642;65,34;117,10
12643;70,18;123,77
12644;66,39;124,61
12645;68,70;134,57
12646;68,48;133,06
12647;68,83;134,58
12648;70,39;127,31
12649;65,43;104,33
12650;70,09;135,13
12651;68,76;154,02
12652;69,35;128,51
12653;67,04;132,49
12654;72,99;157,86
12655;67,38;152,71
12656;64,82;116,45
12657;66,06;114,64
12658;68,60;125,15
12659;67,05;131,91
12660;66,25;107,93
12661;69,41;139,38
12662;69,85;144,94
12663;69,90;132,80
12664;69,70;132,71
12665;69,63;140,46
12666;67,99;117,87
12667;69,70;126,56
12668;69,33;133,75
12669;71,24;137,25
12670;65,96;107,81
12671;67,58;135,65
12672;69,98;129,37
